State,District/City,Information type,Name,Occupation,Email ID 1,Email ID 2,Phone1,Phone2,Extension,Source Link,Source,Details,Added by,Added on,Key,Sub District,Sub-Info type,Organisation
Gujarat,Dahod,Hospitals,"Zydus Hospital, Dahod",Dr Mohit Desai,"zmchdhd@gmail.com, zmch.dahod@gmail.com",,9824267168,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhidham,Hospitals,"Divine Hospital, Adipur",Dr.Mayur,,,9426204132,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhidham,Hospitals,"Hariom Hospital, Adipur",Dr.Anjurani,,,9925150632,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhidham,Hospitals,"Sterling Hospital, Gandhidham","Dr.Taushif
Surahwardi",,,8141597375,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhinagar,Hospitals,Aashka Hospital,Dr. Dipak,medi.admin@aashkahospitals.in,,7575007702,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhinagar,Hospitals,Apollo Hospital,,welfareofficer@apolloahd.com,,079 6670 1800,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhinagar,Hospitals,Goenka Hospital,,medicalsuperintendent@goenkahospital.org,,8980002120,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Gandhinagar,Hospitals,SMVS Hospital,,mrd@smvshospital.com,,079-232-00108,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Godhra,Hospitals,P.T. Mirani,Mr.Prakash dixit,-,,9925518934,-,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Godhra,Hospitals,Sunrise Hospital,Mr.shailesh,-,,9998076393,-,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Hansot,Hospitals,"Jankalyan Hospital ,Kharach",Dr.Meghna Bhalerao,meghna.bhalerao@adityabirla.com,,9904201661,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Himatnagar,Hospitals,Hope Health Care,Dr. Varis Ali,,,9726212424,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Jamnagar,Laboratory,MP Shah Govt Medical College,,,,288 2553515,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Labs_functional_for_COVID19_testing_05042020.pdf,ICMR,Total Operational Government Laboratories Supported (provided diagnostic kits or reagents) by ICMR 136 + 3 collection sites,,,,,Government Laboratories,
Gujarat,Jamnagar,Laboratory,MP Shah Govt Medical College,Dr Summaiya Mullan,mullasummaiya@gmail.com,,9825319755,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Gujarat-Laboratory - Government,,Laboratory,
Gujarat,jamnagar,Hospitals,Gokul New Tech Hospital,Dipeshbhai,gokulnewtech@gmail.com,,9099966915,2882912300,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,jamnagar,Hospitals,Jamnagar Critical Care Hospital,"Dr. Nikunj
Chovtiya",,,9652051550,0288-2563056,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Jamnagar,Laboratory,MP Shah Govt Medical College,Dr Summaiya Mullan,mullasummaiya@gmail.com,,9825319755,,,https://icmr.nic.in/sites/default/files/press_realease_files/ICMR_PressRelease_COVID_19.pdf,ICMR,testing sites for COVID -19,,,,,Testing Lab,
Gujarat,Junagadh,Hospitals,"Kalp Multispeciality Hospital
Junagadh",Dr. V.V.Aghera,diagnostickalphospital@gmail.com,,9879698955,9979364616,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Junagadh,Hospitals,"Kalp Multispeciality Hospital
Junagadh",Dr. V.V.Aghera,diagnostickalphospital@gmail.com,,9879698955,9979364616,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Junagadh,Hospitals,"Makadia  Multispeciality Hospital
junagadh",Dr.J.G.Makadia,,,-,2852630032,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Junagadh,Hospitals,"Trimurti Multispeciality Hospital
Junagadh",Dr. D.P.Chikhaliya,drsmjadav@gmail.com,,9825231731,2852631731,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Junagadh,Hospitals,"Trimurti Multispeciality Hospital
Junagadh",Dr. D.P.Chikhaliya,drsmjadav@gmail.com,,9825231731,2852631731,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Mehsana,Hospitals,"Shankuz Medi city,Mehsana",Dr.Dhwani Patel,dhwanigj2@gmail.com,,8200906507,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Modasa,Hospitals,"Sarvjanik Hospital, Modasa",Dr Mehul Patel,sarvajanikhospital@yahoo.com,,9409285367,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Morbi,Hospitals,Ayush Mulfispeciality Hoapital,Dr. Chetan Aghara,ayushhospitalmorbi@gmail.com,,7575088888,. 02822222122,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Morbi,Hospitals,Gokul Hospital,Dr. Vipul Malasana,drdagopani83@gmail.com,,9879547425,. 02822 225800,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Morbi,Hospitals,Krishna Mulfispeciality Hoapital,Dr. Vinod Kaila,krishnamultispecialityhospital@gmail.com,,9825257493,.  02822224491,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Morbi,Hospitals,Sadbhavna Hospital,Dr. Amit Dhuley,hospitalsadbhavana@gmail.com,,9904464036,8469851717,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Nadiad,Hospitals,"N D Desai Medical College and
Hospital",Dr. Jvalit,dean.medical@ddu.ac.in,,9925001632,0268 - 2524455,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Gohil Hospital,Markand Bhai,kdngohilhospital@gmail.com,,7990106300,02637-259225,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Kejal Lifein Hospital,Dr. Chirag Desai,kejallifeinhospital@gmail.com,,9825683362,02637-236101,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Lions Hospital,Dr. Deveshbhai,navsarilions@gmail.com,,9825196176,02637-250390,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Mulla Hospital,Dr. N.G Shah,mem_hospital@hotmail.com,,9913644268,02637-239980,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Orange Hospital,Dr.Krupa Vashi,drbbh@yahoo.in,,8141846005,02637-242200,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Parsi Hospital,Pervez Daruwala,dnmehtahospital@rediffmail.com,,9099455081,02637-258021,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Shraddha Hospital,Bhumika Tailor,shraddhahospitalnavsari@gmail.com,,8140632252,02637-246333,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Navsari,Hospitals,Yashfeen Hospital,Dr. Faisal Bhura,info@yashfeenhospital.in,,9327660110,02637-235726,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,PALANPUR,Hospitals,DEV ICU,"DR. JIGNESH
PATEL",,,9978627588,02742-261262,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,PALANPUR,Hospitals,LIFE LINE ICU,"DR. GAURAV
PRAJAPATI",,,7574909990,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Pardi,Hospitals,"Pardi Hospital, Pardi","Dr.M,M. Kureshi",info@pardihospital.in,,9825198932,2602373550,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Laboratory,Govt. Medical College,,,,-,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Labs_functional_for_COVID19_testing_05042020.pdf,ICMR,Total Operational Government Laboratories Supported (provided diagnostic kits or reagents) by ICMR 136 + 3 collection sites,,,,,Government Laboratories,
Gujarat,Rajkot,Laboratory,"PDU Govt. Medical College, Rajkot",Dr. Prakash Modi,mcrmicro@gmail.com,,8780262489,,,https://icmr.nic.in/sites/default/files/upload_documents/List_of_VRDL_V2.pdf,ICMR,,,,Gujarat-Laboratory - Government,,Laboratory,
Gujarat,Rajkot,Hospitals,"Christ Hospital, Rajkot","Fr. Jomon
Thomona",christhospitalrajkot@gmail.com,,8000003336,8000003337,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Gokul Hospital,Dr. Tejas Karmta,mrd@gokullifecare.in,,7900108108,0281-2550600,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Salus Hospital,"Dr. Dhaval
Godhani","info@salushospitals.com,
salushospitals@outlook.com",,9696796964,0281-2587100,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Sterling Hospital,Dr. Praful Dharani,MRD.Rajkot@sterlinghospitals.com,,0281-2545841,0281-2545600,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Synergy Hospital,"Dr. Jayesh Dobariya/ Dr.
Vishal Bhatt","icn@synergyhospital.co.in, 
pathology@synergyhospital.co.in,
vishal.bhatt@synergyhospital.co.in",,9512140048,0281-6195000,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Vedant Hospital,Dr. Anvar Kothlya,"vedanthospitalrajkot@gmail.com,
vedantcriticalcare@gmail.com",,9427735010,0281-2442722,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Vidit Hospital,Dr. Vishal Meva,vidithospital@gmail.com,,9712811391,0281-2468489,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Hospitals,Wockhart Hospital,"Dr. Jagdish
Khoyani",darshan.sinojia@wockhardthospitals.com,,9909989462,0281-6694235,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,Rajkot,Laboratory,"PDU Govt. Medical College, Rajkot",Dr. Prakash Modi,mcrmicro@gmail.com,,8780262489,,,https://icmr.nic.in/sites/default/files/press_realease_files/ICMR_PressRelease_COVID_19.pdf,ICMR,laboratories for helping in sample collection for COVID -19,,,,,Sample Collection Lab,
Gujarat,"Savar
Kundala",Hospitals,Lallubhai Seth Arogya Mandir,"Dipakbhai
Kavathiya",,,9428618630,2845225566,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Akshar Children Hosp,Dr. Kirti Patel,drkirtipatel2013@gmail.com,,9824561261,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Anand Children Hospital,Dr. Chirag Parmar,anandchildrenhospital@yahoo.com,,,2612474268,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Apple Hospital,Dr. Neha Shah,applehospital.surat@gmail.com,,9924144772,2612310703,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Asutosh Hosp,Dr. Abha,info@asutoshindia.com,,,2613046300,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Ayush Hospital,Dr. Ramesh Patel,ayushicu@gmail.com,,9825106019,2612492821,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,BAPS Hospital,"Dr. Manish
Vaghasiya",,,9429149761,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,G.B.Vaghani Multi spe Hosp,Dr. Hitesh Kakadia,gbvaghanihospital@gmail.com,,9510695854,2612571011,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Girish Group of Hospital,Dr. Vipul,girishgroupofhospital@gmail.com,,9924725448,2612473500,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,KIRAN HOSPITAL,Dr. Niharika,Microbiology@kiranhospital.com,,9724099463,2617161111,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Lokhat Hosp,Dr. Chintu,,,9737855857,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Mahavir Hospital,Dr.Riki,healthcare@mahavirhospitals.com,,7567443733,261408200,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Malaviya Hosp,Dr. Taresh Patel,,,9925909424,2612767669,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Mission Hospital,Lalita Kate,metas.infectioncontrol@yahoo.com,,9924448034,2612667591,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Nirmal Hospital,Dr. Monil Parmar,,,9978807619,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,P.P.Savani Hospital,Dr. Anil Tanti,infoppsavanihospital@gmail.com,,9979967688,2612577100,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Pathik Children Hosp,Dr. Sanjay Naik,sanjaynaik@hotmail.com,,9824155991,2612277538,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,R.T.S.V Hospital,Dr. Haresh Paghda,sda.rtsv@gmail.com,,9825649192,2612578887,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Saachi Hospital,Kishor Desai,saachi@saachihospital.com,,7573039107,2612236800,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Sanjivani Hospital Bhatar,Ashok Gajjar,,,9429987616,2612238600,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Sanjivani Hospital Lalgate,Dr. Ramesh Narola,sanjivaniicu@yahoo.co.in,,9428636999,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Sardar Hosp,Chetanbhai,sardarhospitalsurat@hotmail.com,,9825030000,2612513555,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,SHALBI HOSPITAL,Dr Dushyant Patel,icu.surat@shalby.in,,9879515667,2617190000,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Shri K.P.Sanghvi Hopsital,Dr. Jay,shriamtrust@yahoo.com,,,2612477788,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Sunshine Global Hospital,Dr. Pratik Mali,icu.surat@sunshineglobalhospitals.com,,9586308319,2614111000,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Surat Gen Hosp,Dr. Radhika,,,9510731319,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Tristar Hosp,Mayaben,patientcare@tristarsurat.org,,9909903250,0261 2200 000,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Unique Hospital,Dr. Jinesh Desai,uniquehospitalsurat@yahoo.com,,9825816696,2612636318,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,SMC,Hospitals,Unity Hosp,Paresh Patel,a  dm.unityhospital@gmail.com,,9879955855,,,https://nhm.gujarat.gov.in/Portal/News/221_1_PVT-HOSPITAL-COVID-19-ISOLATON-BEDS.pdf,Govt Of Gujarat,Private Hospitals with isolation beds,,,,,Private Hospitals,
Gujarat,State,Helpline,Gujarat,,,,104,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,,,,,,,
Gujarat,State,Helpline,Gujarat,,,,7433000104,,,https://nhm.gujarat.gov.in/Portal/News/224_1_gog-covid-19-helpline.pdf,Govt Of Gujarat,Whatsapp Chatbot,,,,,,
Gujarat,State,Helpline,,,,,104,,,https://www.mohfw.gov.in/pdf/coronvavirushelplinenumber.pdf,Ministry of Health - India,Helpline Numbers of States & Union Territories (UTs) by Ministry of Health (India),,,Gujarat-Helpline,,State Helpline,Gujarat State Helpline
Gujarat,Surat,Laboratory,Govt. Medical College,,,,261 2244175,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Labs_functional_for_COVID19_testing_05042020.pdf,ICMR,Total Operational Government Laboratories Supported (provided diagnostic kits or reagents) by ICMR 136 + 3 collection sites,,,,,Government Laboratories,
Gujarat,Surat,Laboratory,Govt. Medical College,Dr. Neeta Khandelwal,neetashokk@gmail.com,,9925276950,,,https://icmr.nic.in/sites/default/files/upload_documents/Govt_Lab_COVID_19_Testing_V2.pdf,ICMR,,,,Gujarat-Laboratory - Government,,Laboratory,
Gujarat,Surat,Laboratory,SN GeneLab Pvt Ltd,,,,9586177755,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Labs_06042020.pdf,ICMR,List of Private Laboratories to test COVID-19,,,,,Private Laboratories,
Gujarat,Surat,Laboratory,"Govt. Medical College, Surat",Dr. Neeta Khandelwal,neetashokk@gmail.com,,9925276950,,,https://icmr.nic.in/sites/default/files/press_realease_files/ICMR_PressRelease_COVID_19.pdf,ICMR,laboratories for helping in sample collection for COVID -19,,,,,Sample Collection Lab,
